#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 589: Lone Cone, CO
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lone Cone (589) 
# Colorado  SNOTEL Site - 9730 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 21, 2026, 7:07:29 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2017-11-14,0.2,1.60,49.8,24.3,37.4,0.00
2017-11-15,0.0,1.60,48.6,17.4,34.0,0.00
2017-11-16,0.0,1.60,48.0,32.4,40.3,0.00
2017-11-17,0.0,1.60,41.4,15.1,34.5,0.30
2017-11-18,0.4,1.90,35.2,2.8,18.3,0.00
2017-11-19,0.4,1.90,42.6,12.4,23.7,0.00
2017-11-20,0.4,1.90,45.3,16.2,29.8,0.00
2017-11-21,0.4,1.90,44.1,24.4,33.1,0.00
2017-11-22,0.4,1.90,48.9,25.7,34.3,0.00
2017-11-23,0.4,1.90,54.7,27.9,36.5,0.00
2017-11-24,0.4,1.90,52.7,28.8,37.2,0.00
2017-11-25,0.4,1.90,48.0,26.8,34.7,0.00
2017-11-26,0.4,1.90,55.0,28.4,40.3,0.00
2017-11-27,0.4,1.90,51.8,28.8,42.8,0.00
2017-11-28,0.4,1.90,40.5,22.5,31.5,0.00
2017-11-29,0.4,1.90,45.9,27.0,34.2,0.00
2017-11-30,0.4,1.90,43.2,21.0,30.7,0.00
2017-12-01,0.4,1.90,43.5,24.8,31.8,0.00
2017-12-02,0.4,1.90,45.3,27.9,34.2,0.00
2017-12-03,0.4,1.90,41.7,21.4,36.3,0.00
2017-12-04,0.4,1.90,21.9,5.0,13.6,0.00
2017-12-05,0.4,1.90,29.8,2.1,14.4,0.00
2017-12-06,0.4,1.90,28.8,3.0,14.2,0.00
2017-12-07,0.4,1.90,16.9,-5.1,7.2,0.00
2017-12-08,0.4,1.90,36.0,12.7,24.6,0.00
2017-12-09,0.4,1.90,42.3,9.9,21.9,0.00
2017-12-10,0.4,1.90,44.6,10.9,23.9,0.00
2017-12-11,0.4,1.90,48.2,14.5,27.9,0.00
2017-12-12,0.4,1.90,48.2,20.1,30.2,0.10
2017-12-13,0.5,2.00,44.1,14.5,28.0,0.00
2017-12-14,0.5,2.00,26.8,5.7,18.0,0.00
2017-12-15,0.5,2.00,39.4,5.0,21.0,0.00
2017-12-16,0.5,2.00,39.6,14.5,27.5,0.00
2017-12-17,0.5,2.00,34.0,8.6,19.6,0.00
2017-12-18,0.5,2.00,36.9,8.4,20.1,0.00
2017-12-19,0.5,2.00,39.4,12.2,23.2,0.00
2017-12-20,0.5,2.00,36.1,18.3,30.4,0.00
2017-12-21,0.5,2.00,28.0,9.3,16.5,0.50
2017-12-22,0.9,2.50,24.8,2.8,12.6,0.00
2017-12-23,0.9,2.50,29.7,8.1,21.2,0.00
2017-12-24,0.9,2.50,31.5,2.7,20.5,0.10
2017-12-25,1.0,2.60,34.3,14.5,25.5,0.00
2017-12-26,1.0,2.60,36.3,10.6,22.1,0.00
2017-12-27,1.0,2.60,39.9,6.3,21.2,0.00
2017-12-28,1.0,2.60,39.9,13.5,23.9,0.00
2017-12-29,1.0,2.60,44.8,14.4,26.8,0.00
2017-12-30,1.0,2.60,48.0,21.2,30.7,0.00
2017-12-31,1.0,2.60,39.6,20.8,29.8,0.00
2018-01-01,1.0,2.60,38.7,10.9,22.3,0.00
2018-01-02,1.0,2.60,32.7,1.8,16.3,0.00
2018-01-03,1.0,2.60,44.4,10.6,23.5,0.00
2018-01-04,1.0,2.60,41.0,11.1,23.4,0.00
2018-01-05,1.0,2.60,41.7,16.9,27.3,0.00
2018-01-06,1.0,2.60,40.1,19.0,28.8,0.40
2018-01-07,1.4,3.00,32.9,16.9,24.1,0.00
2018-01-08,1.4,3.00,46.8,16.9,30.0,0.30
2018-01-09,1.8,3.30,38.7,28.0,34.9,0.00
2018-01-10,1.8,3.30,32.7,19.6,27.5,0.60
2018-01-11,2.4,3.90,21.7,5.9,15.3,0.00
2018-01-12,2.4,3.90,29.8,6.4,18.3,0.00
2018-01-13,2.4,3.90,33.4,6.1,17.4,0.00
2018-01-14,2.4,3.90,40.5,9.5,20.1,0.00
2018-01-15,2.4,3.90,37.4,4.6,20.1,0.00
2018-01-16,2.4,3.90,34.5,2.8,14.4,0.00
2018-01-17,2.4,3.90,35.8,4.6,17.6,0.00
2018-01-18,2.4,3.90,44.6,10.2,25.0,0.00
2018-01-19,2.5,3.90,43.9,21.9,33.4,0.00
2018-01-20,2.5,3.90,35.1,16.3,28.4,0.60
2018-01-21,3.1,4.50,16.5,4.3,11.3,0.20
2018-01-22,3.4,4.70,21.9,-9.8,5.0,0.10
2018-01-23,3.4,4.80,27.1,-2.2,10.8,0.00
2018-01-24,3.4,4.80,36.9,5.0,17.6,0.00
2018-01-25,3.5,4.80,37.8,16.5,29.5,0.10
2018-01-26,3.5,4.90,23.5,-4.2,11.7,0.00
2018-01-27,3.5,4.90,31.6,-3.8,12.0,0.00
2018-01-28,3.5,4.90,34.7,3.4,18.3,0.00
2018-01-29,3.5,4.90,45.0,11.3,25.5,0.00
2018-01-30,3.5,4.90,45.7,14.7,28.0,0.00
2018-01-31,3.5,4.90,46.0,22.1,32.2,0.00
2018-02-01,3.5,4.90,42.1,23.9,31.8,0.00
2018-02-02,3.5,4.90,44.6,19.0,31.6,0.00
2018-02-03,3.5,4.90,37.8,15.3,25.2,0.00
2018-02-04,3.5,4.90,41.4,14.4,27.9,0.00
2018-02-05,3.5,4.90,41.4,22.1,31.5,0.10
2018-02-06,3.6,5.00,29.1,4.3,21.4,0.20
2018-02-07,3.8,5.20,36.3,1.8,18.3,0.00
2018-02-08,3.8,5.20,41.2,12.0,25.2,0.00
2018-02-09,3.8,5.20,45.0,15.6,28.8,0.00
2018-02-10,3.8,5.20,32.2,11.1,23.4,0.50
2018-02-11,4.4,5.70,31.3,-5.1,14.4,0.00
2018-02-12,4.4,5.70,28.8,20.3,25.9,0.40
2018-02-13,4.9,6.10,33.4,24.1,27.9,0.20
2018-02-14,5.1,6.30,34.2,25.2,29.3,0.20
2018-02-15,5.3,6.50,32.0,11.7,23.5,0.60
2018-02-16,5.8,7.10,33.1,-0.6,15.6,0.00
2018-02-17,5.8,7.10,38.3,3.0,21.9,0.10
2018-02-18,5.9,7.20,39.0,22.5,30.9,0.00
2018-02-19,5.9,7.20,28.0,8.1,20.5,0.50
2018-02-20,6.6,7.70,15.6,-7.2,5.0,0.00
2018-02-21,6.6,7.70,25.3,-11.0,11.7,0.30
2018-02-22,6.8,8.00,18.3,10.8,14.4,0.20
2018-02-23,7.0,8.20,23.9,1.8,12.6,0.20
2018-02-24,7.2,8.40,19.6,-9.8,8.1,0.20
2018-02-25,7.4,8.60,21.6,0.3,9.9,0.00
2018-02-26,7.4,8.60,36.1,9.0,23.7,0.10
2018-02-27,7.5,8.70,37.2,9.1,24.6,0.00
2018-02-28,7.5,8.70,32.9,4.6,18.0,0.00
2018-03-01,7.5,8.70,36.5,0.3,23.2,0.00
2018-03-02,7.5,8.70,42.6,27.0,34.3,0.00
2018-03-03,7.5,8.70,44.4,27.9,35.6,0.00
2018-03-04,7.5,8.70,34.9,-2.6,20.8,0.30
2018-03-05,7.8,9.00,24.3,-11.9,4.5,0.00
2018-03-06,7.8,9.00,32.9,-6.7,12.6,0.00
2018-03-07,7.8,9.00,41.4,2.1,24.1,0.00
2018-03-08,7.8,9.00,44.8,18.7,31.5,0.00
2018-03-09,7.8,9.00,45.0,17.1,29.7,0.00
2018-03-10,7.8,9.00,43.9,23.4,31.3,0.00
2018-03-11,7.8,9.00,41.4,23.9,31.5,0.00
2018-03-12,7.8,9.00,43.9,17.4,29.7,0.00
2018-03-13,7.7,9.00,49.8,16.9,31.5,0.00
2018-03-14,7.6,9.00,50.7,25.3,38.3,0.00
2018-03-15,7.5,9.00,36.0,20.3,27.3,0.50
2018-03-16,8.1,9.50,37.2,14.5,25.9,0.20
2018-03-17,8.3,9.70,40.1,23.2,30.6,0.00
2018-03-18,8.3,9.70,32.5,13.1,20.7,0.80
2018-03-19,9.1,10.50,30.6,2.8,14.5,0.10
2018-03-20,9.2,10.60,35.6,1.9,18.0,0.00
2018-03-21,9.2,10.60,42.8,9.9,28.4,0.00
2018-03-22,9.2,10.60,52.2,23.0,38.5,0.00
2018-03-23,9.2,10.60,38.3,18.0,31.3,0.50
2018-03-24,9.7,11.10,45.7,16.0,32.7,0.00
2018-03-25,9.7,11.10,45.7,27.0,34.7,0.00
2018-03-26,9.7,11.10,41.0,15.4,27.7,0.00
2018-03-27,9.7,11.10,40.8,10.8,25.5,0.00
2018-03-28,9.7,11.10,41.9,7.3,25.9,0.00
2018-03-29,9.5,11.10,42.6,9.9,26.8,0.00
2018-03-30,9.3,11.10,49.5,14.4,32.4,0.00
2018-03-31,8.9,11.10,52.9,23.2,37.4,0.00
2018-04-01,8.4,11.10,53.4,29.5,40.5,0.00
2018-04-02,8.0,11.10,52.5,29.1,40.8,0.00
2018-04-03,7.3,11.10,39.6,21.2,29.5,0.00
2018-04-04,6.9,11.10,47.5,19.2,34.2,0.00
2018-04-05,6.7,11.10,46.0,20.1,34.5,0.00
2018-04-06,6.3,11.10,49.8,33.3,39.0,0.00
2018-04-07,5.9,11.10,56.8,33.1,40.8,0.70
2018-04-08,5.6,11.80,45.7,25.0,35.8,0.10
2018-04-09,5.0,11.90,43.9,21.6,31.6,0.00
2018-04-10,4.4,11.90,56.8,19.2,37.8,0.00
2018-04-11,3.3,11.90,57.2,31.5,47.1,0.00
2018-04-12,2.2,11.90,53.1,17.4,38.3,0.10
2018-04-13,1.9,12.00,27.3,11.8,18.3,0.30
2018-04-14,2.1,12.30,39.2,14.0,25.5,0.00
2018-04-15,2.0,12.30,52.7,17.2,35.8,0.00
2018-04-16,0.9,12.30,49.8,35.8,42.4,0.00
2018-04-17,0.5,12.30,39.4,11.7,29.1,0.00
2018-04-18,0.1,12.30,48.4,9.5,31.8,0.00
2018-04-19,0.0,12.30,53.6,32.2,43.5,0.00
2018-04-20,0.0,12.30,41.4,22.5,28.8,0.10
2018-04-21,0.0,12.40,40.8,23.2,30.6,0.20
2018-04-22,0.0,12.60,55.8,21.6,38.5,0.00
2018-04-23,0.0,12.60,59.9,29.5,43.7,0.00
2018-04-24,0.0,12.60,54.9,26.4,40.1,0.00
2018-04-25,0.0,12.60,57.7,21.2,38.7,0.00
2018-04-26,0.0,12.60,56.5,25.9,39.9,0.00
2018-04-27,0.0,12.60,61.9,27.9,44.8,0.00
2018-04-28,0.0,12.60,60.1,31.3,43.9,0.00
2018-04-29,0.0,12.60,61.7,39.6,46.6,0.00
2018-04-30,0.0,12.60,51.1,34.7,41.7,0.00
2018-05-01,0.0,12.60,43.2,28.8,36.7,0.20
2018-05-02,0.2,12.80,43.0,24.6,30.2,0.40
2018-05-03,0.3,13.20,40.3,22.6,30.7,0.00
2018-05-04,0.2,13.20,54.9,21.6,37.4,0.00
2018-05-05,0.0,13.20,62.6,29.3,44.4,0.00
2018-05-06,0.0,13.20,64.2,29.7,46.4,0.00
2018-05-07,0.0,13.20,67.3,32.0,48.2,0.00
2018-05-08,0.0,13.20,66.9,32.9,49.5,0.00
2018-05-09,0.0,13.20,68.2,34.5,50.7,0.00
2018-05-10,0.0,13.20,68.2,32.9,53.2,0.00
2018-05-11,0.0,13.20,61.9,41.0,52.5,0.00
2018-05-12,0.0,13.20,62.1,42.4,51.4,0.00
2018-05-13,0.0,13.20,57.9,28.8,45.0,0.00
2018-05-14,0.0,13.20,60.6,27.1,43.5,0.00
2018-05-15,0.0,13.20,62.1,28.8,44.8,0.00
2018-05-16,0.0,13.20,68.0,30.6,48.4,0.00
2018-05-17,0.0,13.20,65.5,33.3,48.6,0.00
2018-05-18,0.0,13.20,63.3,30.6,46.2,0.00
2018-05-19,0.0,13.20,60.1,30.0,43.7,0.00
2018-05-20,0.0,13.20,59.9,31.5,42.8,0.00
2018-05-21,0.0,13.20,64.0,32.0,49.1,0.00
2018-05-22,0.0,13.20,56.7,31.6,46.0,0.00
2018-05-23,0.0,13.20,64.0,30.6,46.6,0.00
2018-05-24,0.0,13.20,68.2,32.0,49.6,0.00
2018-05-25,0.0,13.20,70.9,32.9,52.9,0.00
2018-05-26,0.0,13.20,68.5,38.5,55.6,0.00
2018-05-27,0.0,13.20,67.5,33.4,49.8,0.00
2018-05-28,0.0,13.20,62.6,31.6,45.7,0.00
2018-05-29,0.0,13.20,65.3,31.3,46.8,0.00
2018-05-30,0.0,13.20,61.0,33.4,45.5,0.10
2018-05-31,0.0,13.30,69.6,32.9,55.0,0.00
2018-06-01,0.0,13.30,65.8,34.9,50.9,0.00
2018-06-02,0.0,13.30,73.2,30.6,52.5,0.00
2018-06-03,0.0,13.30,68.4,36.7,52.2,0.00
2018-06-04,0.0,13.30,73.6,34.3,53.8,0.00
2018-06-05,0.0,13.30,74.3,37.9,56.7,0.00
2018-06-06,0.0,13.30,72.3,34.9,53.8,0.00
2018-06-07,0.0,13.30,72.3,38.5,55.0,0.00
2018-06-08,0.0,13.30,71.6,33.1,53.4,0.00
2018-06-09,0.0,13.30,74.3,35.2,57.2,0.00
2018-06-10,0.0,13.30,71.2,39.2,56.8,0.00
2018-06-11,0.0,13.30,74.7,36.0,54.7,0.00
2018-06-12,0.0,13.30,77.9,40.1,58.8,0.00
2018-06-13,0.0,13.30,80.2,43.7,62.6,0.00
2018-06-14,0.0,13.30,73.4,51.8,60.8,0.00
2018-06-15,0.0,13.30,73.9,49.1,61.0,0.00
2018-06-16,0.0,13.30,57.7,46.8,51.4,0.00
2018-06-17,0.0,13.30,60.6,44.8,51.3,0.40
2018-06-18,0.0,13.70,65.8,40.8,53.1,0.00
2018-06-19,0.0,13.70,68.7,39.0,53.4,0.00
2018-06-20,0.0,13.70,70.3,36.3,53.2,0.00
2018-06-21,0.0,13.70,78.1,38.5,58.3,0.00
2018-06-22,0.0,13.70,73.9,40.8,56.7,0.00
2018-06-23,0.0,13.70,74.8,37.2,55.8,0.00
2018-06-24,0.0,13.70,68.5,37.8,53.1,0.00
2018-06-25,0.0,13.70,73.6,35.8,55.0,0.00
2018-06-26,0.0,13.70,79.2,40.3,60.6,0.00
2018-06-27,0.0,13.70,81.0,44.1,62.8,0.00
2018-06-28,0.0,13.70,80.6,39.6,61.0,0.00
2018-06-29,0.0,13.70,74.5,36.5,56.5,0.00
2018-06-30,0.0,13.70,74.5,38.1,56.5,0.00
2018-07-01,0.0,13.70,77.0,39.0,57.0,0.00
2018-07-02,0.0,13.70,79.2,39.0,58.5,0.00
2018-07-03,0.0,13.70,78.1,42.6,59.2,0.00
2018-07-04,0.0,13.70,78.6,42.1,59.9,0.00
2018-07-05,0.0,13.70,73.6,46.6,59.7,0.00
2018-07-06,0.0,13.70,78.3,45.7,59.9,0.00
2018-07-07,0.0,13.70,77.7,45.3,57.4,0.10
2018-07-08,0.0,13.80,77.9,44.1,55.8,0.40
2018-07-09,0.0,14.20,75.7,43.0,57.9,0.20
2018-07-10,0.0,14.40,73.4,46.2,55.8,0.00
2018-07-11,0.0,14.40,73.8,44.2,54.0,0.20
2018-07-12,0.0,14.60,68.2,47.1,56.8,0.10
2018-07-13,0.0,14.70,71.1,48.6,56.8,0.00
2018-07-14,0.0,14.70,75.6,50.9,56.1,0.10
2018-07-15,0.0,14.80,69.1,47.1,54.1,0.10
2018-07-16,0.0,14.90,74.8,45.9,60.8,0.10
2018-07-17,0.0,15.00,76.8,47.5,61.0,0.00
2018-07-18,0.0,15.00,77.4,45.9,60.4,0.00
2018-07-19,0.0,15.00,81.3,49.8,64.4,0.00
2018-07-20,0.0,15.00,73.9,52.9,62.6,0.00
2018-07-21,0.0,15.00,80.6,47.5,61.0,0.00
2018-07-22,0.0,15.00,79.2,47.7,62.1,0.00
2018-07-23,0.0,15.00,81.9,48.2,63.7,0.00
2018-07-24,0.0,15.00,73.4,47.3,59.9,0.00
2018-07-25,0.0,15.00,73.6,46.6,59.2,0.00
2018-07-26,0.0,15.00,74.3,44.6,59.9,0.20
2018-07-27,0.0,15.20,74.5,44.2,54.1,0.30
2018-07-28,0.0,15.50,77.0,44.2,57.2,0.00
2018-07-29,0.0,15.50,76.8,42.1,59.0,0.00
2018-07-30,0.0,15.50,77.4,45.0,58.3,0.00
2018-07-31,0.0,15.50,77.0,43.0,59.2,0.00
2018-08-01,0.0,15.50,76.3,45.7,60.4,0.00
2018-08-02,0.0,15.50,79.9,48.6,62.2,0.00
2018-08-03,0.0,15.50,68.2,45.9,57.0,0.00
2018-08-04,0.0,15.50,79.0,45.0,60.4,0.00
2018-08-05,0.0,15.50,77.4,48.4,62.6,0.00
2018-08-06,0.0,15.50,80.8,46.4,61.9,0.00
2018-08-07,0.0,15.50,78.3,42.4,59.9,0.00
2018-08-08,0.0,15.50,78.8,42.1,59.5,0.00
2018-08-09,0.0,15.50,79.0,42.3,61.7,0.00
2018-08-10,0.0,15.50,76.8,47.5,60.6,0.00
2018-08-11,0.0,15.50,77.0,41.9,59.9,0.00
2018-08-12,0.0,15.50,78.3,46.0,60.4,0.00
2018-08-13,0.0,15.50,76.3,45.5,59.5,0.00
2018-08-14,0.0,15.50,75.2,43.9,58.5,0.00
2018-08-15,0.0,15.50,69.4,47.1,56.8,0.00
2018-08-16,0.0,15.50,70.2,47.3,56.5,0.00
2018-08-17,0.0,15.50,70.0,45.7,55.8,0.00
2018-08-18,0.0,15.50,70.3,43.7,56.5,0.00
2018-08-19,0.0,15.50,70.9,38.5,53.4,0.00
2018-08-20,0.0,15.50,75.9,36.3,57.0,0.20
2018-08-21,0.0,15.70,73.0,47.5,56.5,0.00
2018-08-22,0.0,15.70,64.2,46.6,52.7,0.00
2018-08-23,0.0,15.70,68.4,41.9,54.1,0.00
2018-08-24,0.0,15.70,76.6,38.3,55.2,0.10
2018-08-25,0.0,15.80,70.7,43.0,51.3,0.70
2018-08-26,0.0,16.50,67.8,43.5,53.1,0.30
2018-08-27,0.0,16.80,68.7,43.7,55.2,0.00
2018-08-28,0.0,16.80,70.0,35.1,51.6,0.00
2018-08-29,0.0,16.80,72.7,35.6,53.2,0.00
2018-08-30,0.0,16.80,73.9,41.9,57.4,0.00
2018-08-31,0.0,16.80,70.5,38.5,52.5,0.00
2018-09-01,0.0,16.80,65.1,37.4,48.6,0.00
2018-09-02,0.0,16.80,63.3,38.5,45.9,0.00
2018-09-03,0.0,16.80,60.8,38.1,45.5,0.10
2018-09-04,0.0,16.90,65.8,37.8,46.6,0.20
2018-09-05,0.0,17.10,57.4,39.9,46.2,0.20
2018-09-06,0.0,17.30,59.2,39.9,46.8,0.20
2018-09-07,0.0,17.50,67.3,38.8,51.1,0.20
2018-09-08,0.0,17.70,70.2,38.5,53.1,0.00
2018-09-09,0.0,17.70,71.2,40.1,53.2,0.00
2018-09-10,0.0,17.70,70.9,40.5,52.0,0.00
2018-09-11,0.0,17.70,70.7,38.5,52.5,0.00
2018-09-12,0.0,17.70,70.0,39.4,56.7,0.00
2018-09-13,0.0,17.70,69.6,33.4,53.1,0.00
2018-09-14,0.0,17.70,72.5,32.0,51.3,0.00
2018-09-15,0.0,17.70,73.4,37.9,54.1,0.00
2018-09-16,0.0,17.70,72.0,40.1,53.6,0.00
2018-09-17,0.0,17.70,73.4,40.6,54.1,0.00
2018-09-18,0.0,17.70,72.9,40.1,54.9,0.00
2018-09-19,0.0,17.70,60.8,38.5,47.1,0.00
2018-09-20,0.0,17.70,61.3,34.0,47.5,0.00
2018-09-21,0.0,17.70,68.2,32.4,48.4,0.00
2018-09-22,0.0,17.70,68.0,33.3,48.2,0.00
2018-09-23,0.0,17.70,70.5,35.1,48.9,0.00
2018-09-24,0.0,17.70,63.0,38.5,48.4,0.00
2018-09-25,0.0,17.70,61.9,32.0,44.2,0.00
2018-09-26,0.0,17.70,61.9,30.9,43.9,0.00
2018-09-27,0.0,17.70,68.9,29.7,46.2,0.00
2018-09-28,0.0,17.70,66.4,31.6,47.3,0.00
2018-09-29,0.0,17.70,65.3,34.3,51.6,0.10
2018-09-30,0.0,17.80,68.0,39.6,51.1,0.00
2018-10-01,0.0,0.00,53.8,41.9,47.5,0.00
2018-10-02,0.0,0.00,53.2,45.7,47.7,0.30
2018-10-03,0.0,0.30,62.8,40.8,50.0,0.00
2018-10-04,0.0,0.30,51.8,34.9,44.2,0.10
2018-10-05,0.0,0.40,48.4,29.3,39.9,0.10
2018-10-06,0.0,0.50,50.0,28.2,38.1,0.30
2018-10-07,0.0,0.80,39.9,27.5,34.7,0.40
2018-10-08,0.0,1.20,36.1,25.7,30.7,0.20
2018-10-09,0.0,1.40,41.9,28.0,32.0,0.10
2018-10-10,0.0,1.50,38.3,27.3,32.2,0.30
2018-10-11,0.2,1.80,38.7,30.7,33.3,0.40
2018-10-12,0.5,2.20,48.0,24.6,34.2,0.00
2018-10-13,0.2,2.20,50.7,23.9,34.7,0.20
2018-10-14,0.0,2.40,36.0,13.1,27.1,0.00
2018-10-15,0.0,2.40,36.0,8.6,21.9,0.00
2018-10-16,0.0,2.40,46.8,17.6,32.2,0.10
2018-10-17,0.0,2.50,42.4,29.3,34.3,0.20
2018-10-18,0.2,2.70,42.6,24.1,32.9,0.00
2018-10-19,0.2,2.70,46.8,20.3,32.4,0.00
2018-10-20,0.0,2.70,53.6,27.1,37.9,0.00
2018-10-21,0.0,2.70,56.5,29.3,39.0,0.00
2018-10-22,0.0,2.70,54.1,30.2,39.2,0.20
2018-10-23,0.2,2.90,48.0,32.7,38.3,0.00
2018-10-24,0.2,2.90,45.5,29.1,36.9,0.00
2018-10-25,0.0,2.90,43.9,25.9,33.8,0.00
2018-10-26,0.0,2.90,52.9,24.6,34.5,0.00
2018-10-27,0.0,2.90,57.0,27.3,38.3,0.00
2018-10-28,0.0,2.90,57.9,30.0,41.0,0.10
2018-10-29,0.0,3.00,59.9,32.7,43.5,0.20
2018-10-30,0.1,3.20,40.5,25.2,32.7,0.30
2018-10-31,0.4,3.50,32.2,16.0,23.7,0.00
2018-11-01,0.4,3.50,34.9,16.7,25.3,0.00
2018-11-02,0.4,3.50,41.9,17.4,30.6,0.10
2018-11-03,0.5,3.60,36.1,17.1,27.1,0.00
2018-11-04,0.5,3.60,44.1,16.3,29.1,0.00
2018-11-05,0.5,3.60,43.0,19.6,28.8,0.00
2018-11-06,0.5,3.60,41.4,14.5,25.5,0.00
2018-11-07,0.5,3.60,40.6,11.1,24.3,0.10
2018-11-08,0.6,3.70,32.9,4.6,16.7,0.00
2018-11-09,0.6,3.70,36.9,4.6,19.4,0.00
2018-11-10,0.6,3.70,40.1,12.6,27.1,0.10
2018-11-11,0.7,3.80,28.8,10.4,18.3,0.10
2018-11-12,0.8,3.90,17.2,-4.5,6.4,0.00
2018-11-13,0.8,3.90,33.4,-3.5,15.1,0.00
2018-11-14,0.8,3.90,40.1,9.0,25.0,0.00
2018-11-15,0.8,3.90,44.6,16.0,28.0,0.00
2018-11-16,0.8,3.90,49.1,17.2,28.4,0.00
2018-11-17,0.8,3.90,42.8,13.5,28.0,0.00
2018-11-18,0.8,3.90,32.7,10.6,21.6,0.00
2018-11-19,0.8,3.90,40.3,9.0,22.3,0.00
2018-11-20,0.8,3.90,42.1,14.5,25.5,0.00
2018-11-21,0.8,3.90,49.5,14.7,26.4,0.00
2018-11-22,0.8,3.90,39.4,20.5,28.2,0.30
2018-11-23,1.2,4.20,33.3,10.8,23.0,0.10
2018-11-24,1.3,4.30,33.3,3.7,23.0,0.20
2018-11-25,1.5,4.50,24.3,-1.3,11.3,0.00
2018-11-26,1.5,4.50,34.2,2.3,16.2,0.00
2018-11-27,1.5,4.50,41.9,10.9,25.2,0.00
2018-11-28,1.5,4.50,40.3,27.5,32.5,0.10
2018-11-29,1.6,4.60,37.0,27.1,30.6,0.00
2018-11-30,1.6,4.60,28.2,12.6,22.5,0.30
2018-12-01,2.0,4.90,21.9,0.1,13.6,0.10
2018-12-02,2.1,5.00,21.7,4.6,13.5,0.20
2018-12-03,2.3,5.20,19.2,-7.1,7.0,0.00
2018-12-04,2.3,5.20,19.2,-10.3,6.3,0.10
2018-12-05,2.4,5.30,35.1,11.3,25.7,0.00
2018-12-06,2.4,5.30,32.2,15.6,25.5,0.10
2018-12-07,2.5,5.40,33.1,11.7,20.5,0.00
2018-12-08,2.5,5.40,31.3,6.1,16.3,0.00
2018-12-09,2.5,5.40,28.8,1.9,12.0,0.00
2018-12-10,2.5,5.40,41.7,2.7,22.6,0.00
2018-12-11,2.5,5.40,39.0,9.1,26.4,0.00
2018-12-12,2.5,5.40,34.2,8.6,18.0,0.10
2018-12-13,2.9,5.50,23.2,-2.0,9.7,0.00
2018-12-14,2.9,5.50,37.0,11.1,19.9,0.00
2018-12-15,2.9,5.50,38.5,14.0,22.6,0.00
2018-12-16,2.9,5.50,41.7,13.1,22.6,0.00
2018-12-17,2.9,5.50,40.8,12.4,26.2,0.00
2018-12-18,2.9,5.50,33.3,9.5,20.3,0.00
2018-12-19,2.9,5.50,29.3,5.5,19.6,0.00
2018-12-20,2.9,5.50,42.6,4.3,18.3,0.00
2018-12-21,2.9,5.50,43.0,13.3,27.3,0.00
